roll0_0,roll0_1,roll0_2,roll0_3,roll0_4,roll0_5,roll0_6,roll0_7,roll0_8,roll0_9,roll0_10,roll0_11,roll0_12,roll0_13,roll0_14,roll0_15,roll0_16,roll0_17,roll0_18,roll0_19,roll0_20,roll0_21,roll0_22,roll0_23,roll0_24,roll0_25,roll0_26,roll0_27,roll0_28,roll0_29,roll0_30,roll0_31,roll0_32,roll0_33,roll0_34,roll0_35,roll0_36,roll0_37,roll0_38,roll0_39,roll0_40,roll0_41,roll0_42,roll0_43,roll0_44,roll0_45,roll0_46,roll0_47,roll0_48,roll0_49,roll0_50,roll0_51,roll0_52,roll0_53,roll0_54,roll0_55,roll0_56,roll0_57,roll0_58,roll0_59,roll0_60,roll0_61,roll0_62,roll0_63,roll0_64,roll0_65,roll0_66,roll0_67,roll0_68,roll0_69,roll0_70,roll0_71,roll0_72,roll0_73,pitch0_0,pitch0_1,pitch0_2,pitch0_3,pitch0_4,pitch0_5,pitch0_6,pitch0_7,pitch0_8,pitch0_9,pitch0_10,pitch0_11,pitch0_12,pitch0_13,pitch0_14,pitch0_15,pitch0_16,pitch0_17,pitch0_18,pitch0_19,pitch0_20,pitch0_21,pitch0_22,pitch0_23,pitch0_24,pitch0_25,pitch0_26,pitch0_27,pitch0_28,pitch0_29,pitch0_30,pitch0_31,pitch0_32,pitch0_33,pitch0_34,pitch0_35,pitch0_36,pitch0_37,pitch0_38,pitch0_39,pitch0_40,pitch0_41,pitch0_42,pitch0_43,pitch0_44,pitch0_45,pitch0_46,pitch0_47,pitch0_48,pitch0_49,pitch0_50,pitch0_51,pitch0_52,pitch0_53,pitch0_54,pitch0_55,pitch0_56,pitch0_57,pitch0_58,pitch0_59,pitch0_60,pitch0_61,pitch0_62,pitch0_63,pitch0_64,pitch0_65,pitch0_66,pitch0_67,pitch0_68,pitch0_69,pitch0_70,pitch0_71,pitch0_72,pitch0_73,Form
-0.07909579,-0.07989368,-0.07609042,-0.07423073,-0.072107084,-0.07137133,-0.066263765,-0.059729908,-0.060773812,-0.06591669,-0.06403177,-0.05998207,-0.057335313,-0.060565133,-0.06482056,-0.07248502,-0.07392785,-0.07515629,-0.07403445,-0.067743815,-0.0578567,-0.05624536,-0.05609209,-0.059600584,-0.058309272,-0.058783423,-0.059485205,-0.0618371,-0.060459502,-0.056908652,-0.056027107,-0.05139849,-0.043866932,-0.036486506,-0.032442786,-0.030995801,-0.028097443,-0.01916048,0.00069438666,0.03633765,0.0748641,0.115904935,0.15930969,0.19853848,0.2378197,0.27914056,0.32861254,0.37295228,0.4063227,0.43535534,0.45155093,0.47121492,0.47953478,0.4711999,0.466293,0.4612064,0.45567134,0.4472423,0.443378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010166407,0.0067259073,0.0051898956,0.005509138,0.005599618,0.0032885075,0.0030884743,0.003990054,0.0041360855,0.0026180744,0.0031167269,0.0021953583,0.004845381,0.003367424,0.003087759,0.0004479885,-6.9618225e-05,-0.0005687475,0.0012812614,0.0007584095,-0.002008915,-0.00044751167,0.00090253353,0.00012123585,0.00127244,0.0049153566,0.0065540075,0.013260484,0.014517069,0.01673758,0.016664505,0.02032435,0.023655295,0.027265072,0.027320147,0.029091597,0.033653736,0.038449883,0.04079306,0.04936397,0.05888176,0.07339358,0.09212959,0.111899376,0.1282773,0.15775943,0.18149209,0.20593596,0.23402047,0.26422918,0.2949487,0.32697755,0.34423333,0.3641277,0.37692827,0.3941729,0.40431643,0.4063447,0.39782536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bad
0.43169674,0.41337737,0.38628137,0.35064736,0.32340202,0.29418743,0.26399192,0.225176,0.18117282,0.13647962,0.10817053,0.071540155,0.035594054,0.0029535368,-0.023427285,-0.04563977,-0.054527,-0.061196662,-0.062373087,-0.06483676,-0.067278,-0.06907814,-0.07626906,-0.07897396,-0.07707925,-0.075620845,-0.075419195,-0.07458116,-0.07612178,-0.07792369,-0.07945986,-0.080768116,-0.0817112,-0.07396022,-0.05079176,-0.021406494,0.022640444,0.07237808,0.108843155,0.16263783,0.20905069,0.25586656,0.29120356,0.32474244,0.35181746,0.37643364,0.3915598,0.3978193,0.41264823,0.4243249,0.42484328,0.4305561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38717085,0.37495548,0.3673222,0.34631753,0.32279688,0.29386836,0.26850784,0.24671173,0.2204721,0.19887173,0.17053163,0.15415025,0.13891792,0.121546626,0.11471069,0.102007985,0.08922744,0.0775795,0.070880175,0.061729312,0.05650866,0.054418445,0.0519588,0.048450828,0.046846032,0.044950604,0.04211998,0.034536242,0.033651114,0.033748627,0.03507483,0.03915286,0.042606473,0.04784584,0.052478075,0.058312535,0.0737046,0.08104062,0.09179473,0.11035168,0.13735712,0.16047406,0.18531227,0.214432,0.23097324,0.2611159,0.29375458,0.31900668,0.33318645,0.34247184,0.36387265,0.37428063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bad
0.44829217,0.457175,0.45674148,0.44485745,0.40823707,0.35891485,0.3086458,0.25078747,0.18921614,0.13934934,0.10059225,0.059539832,0.025580429,0.0015488416,-0.03798362,-0.068844095,-0.08752787,-0.09648248,-0.10485483,-0.10626353,-0.10548522,-0.106123656,-0.10089411,-0.09294694,-0.09474236,-0.089063026,-0.08921008,-0.08782686,-0.08497266,-0.08504726,-0.08297542,-0.07559572,-0.079286315,-0.08315187,-0.08605986,-0.09152874,-0.095682934,-0.093401775,-0.07997873,-0.04401578,0.01821731,0.075679965,0.15225828,0.20810556,0.26866254,0.30243438,0.31898022,0.33564073,0.360503,0.36907166,0.3750809,0.376552,0.37379602,0.3777769,0.38002166,0.3822507,0.3726302,0.3607283,0.33504006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37872612,0.3743543,0.36238086,0.34839743,0.32863832,0.3039559,0.28288764,0.254771,0.2270968,0.20851839,0.17952704,0.16913664,0.1453824,0.13054204,0.11224496,0.097385764,0.08762169,0.07697308,0.07384443,0.06911111,0.061183333,0.057111263,0.051989198,0.050693154,0.04684317,0.046405673,0.0450145,0.0429188,0.040147305,0.03365338,0.032316566,0.03370893,0.02943945,0.026602745,0.026208162,0.027877927,0.025639057,0.02898264,0.039414406,0.046887755,0.060069203,0.08252299,0.10897267,0.12921786,0.15030694,0.17198896,0.20259476,0.22403991,0.24341643,0.26716453,0.28842264,0.29887015,0.3119505,0.3296634,0.33839387,0.33705282,0.3281383,0.3120817,0.30396163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bad
0.2895315,0.2485444,0.20646557,0.16233823,0.101384215,0.06947101,0.012080438,-0.03115055,-0.07010496,-0.10039977,-0.12841272,-0.15441102,-0.17783862,-0.19080088,-0.20170943,-0.20240098,-0.21155396,-0.21691605,-0.22366488,-0.22615817,-0.22453992,-0.22293404,-0.22036502,-0.22219633,-0.21850502,-0.2201155,-0.22759534,-0.22800781,-0.2317619,-0.22902521,-0.22551222,-0.22635731,-0.23157233,-0.21502608,-0.17787412,-0.12617336,-0.06392293,-0.010095738,0.049994446,0.10821714,0.15042523,0.18146971,0.21860024,0.25360182,0.2786269,0.284946,0.29285002,0.31115767,0.3347052,0.34347156,0.34867975,0.33579674,0.3083505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28821194,0.27376157,0.24502003,0.21795738,0.19751275,0.18300414,0.14130342,0.11106515,0.09468031,0.082701564,0.07564652,0.06659222,0.056859493,0.050718784,0.0450294,0.039155602,0.032770514,0.029589295,0.025609136,0.025826454,0.019440532,0.019287586,0.019604683,0.01678443,0.01612711,0.013608456,0.010829449,0.008277655,0.0039184093,0.0011916161,-0.0017026663,-0.0014051199,-0.0031644106,0.0021823645,0.011855125,0.019052148,0.035586357,0.052387,0.06712663,0.08552766,0.114744425,0.13589025,0.16514146,0.17579603,0.19769931,0.23489106,0.26613855,0.2836002,0.29883087,0.30112952,0.30408067,0.31112677,0.30745476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bad
0.27762076,0.23293138,0.18459949,0.1400854,0.09258606,0.054536007,0.012568906,-0.02620475,-0.06384048,-0.07857272,-0.11046562,-0.1285598,-0.14374176,-0.15509704,-0.1650083,-0.17822386,-0.19019747,-0.19816642,-0.20010152,-0.19724706,-0.1936728,-0.18645242,-0.18573561,-0.18207407,-0.17831035,-0.17976093,-0.1778356,-0.16960064,-0.15973675,-0.15815824,-0.15169787,-0.13869475,-0.120041355,-0.08607831,-0.05431663,-0.018645473,0.01858057,0.05981373,0.10218278,0.12605196,0.16373268,0.18747514,0.20785367,0.23251617,0.25501978,0.28115985,0.30806282,0.32058084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31139898,0.2986886,0.27716023,0.25619054,0.23269808,0.2155739,0.19753051,0.18124175,0.1588248,0.14476335,0.12841392,0.1125499,0.103487134,0.096918225,0.08893478,0.08151436,0.07638264,0.071388364,0.06540716,0.06357205,0.058215618,0.055951,0.05478525,0.052669406,0.05503702,0.05701852,0.056642056,0.06311154,0.06748474,0.0707773,0.07930982,0.08656466,0.09762323,0.10597801,0.12526,0.13970172,0.1411035,0.14737642,0.16774607,0.19390392,0.2144717,0.22144544,0.23089623,0.25095773,0.25972283,0.28441966,0.30088824,0.30339998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bad
0.3198945,0.29952198,0.26528847,0.22603616,0.1862149,0.14743033,0.11421352,0.08667747,0.05361908,0.015115283,-0.012300439,-0.042166032,-0.069421254,-0.09029603,-0.1084608,-0.12053773,-0.1273616,-0.14466847,-0.14960372,-0.1550278,-0.15695825,-0.15500411,-0.15032,-0.14491257,-0.14021292,-0.13783264,-0.14099173,-0.14246126,-0.15296204,-0.16854997,-0.16242301,-0.14690633,-0.11066498,-0.06675675,-0.014440186,0.03358636,0.09034137,0.128645,0.18000492,0.21220332,0.22265676,0.23533928,0.25309315,0.2672117,0.283693,0.2976616,0.3096249,0.3184443,0.30953628,0.28938654,0.26683718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30119574,0.30273193,0.2948379,0.2779314,0.26200616,0.24288511,0.22589517,0.21076643,0.19988585,0.17465746,0.15632606,0.1432296,0.13184702,0.11867666,0.10792613,0.10020161,0.09427166,0.08761263,0.081594944,0.07354939,0.06943774,0.061522126,0.05709696,0.053016663,0.049892783,0.045078278,0.042435646,0.040415168,0.03712392,0.03336847,0.036200404,0.03769386,0.0439322,0.055694222,0.077721,0.1003505,0.12206972,0.14656949,0.17019331,0.20612502,0.23510838,0.2619692,0.28849363,0.30819845,0.32242507,0.33625245,0.34122682,0.35277987,0.3531139,0.3416311,0.32822216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bad
0.2735105,0.21488586,0.16374451,0.10218776,0.065603085,0.02389171,-0.01007124,-0.037369847,-0.058389258,-0.07320163,-0.09150655,-0.098721385,-0.11040544,-0.114602305,-0.12135128,-0.12180796,-0.12726432,-0.13156658,-0.13190927,-0.13023248,-0.12799925,-0.12479505,-0.1269951,-0.1290369,-0.116437525,-0.103142,-0.09397873,-0.08913873,-0.08290315,-0.076110646,-0.069881864,-0.06794812,-0.07138091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3071599,0.28644824,0.2554592,0.22049034,0.21036255,0.18332791,0.16837347,0.14468205,0.13131714,0.117626786,0.10720384,0.095188975,0.08842063,0.08289695,0.07932758,0.073770046,0.068220615,0.06643927,0.06750095,0.077852726,0.07509482,0.079741,0.07688105,0.08535147,0.094430685,0.10280943,0.10952556,0.11002219,0.11139393,0.11324394,0.11678302,0.11453807,0.110259175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bad
0.2636346,0.2718367,0.26558664,0.2589549,0.24519596,0.21814471,0.1927222,0.15541708,0.118809186,0.0938404,0.07685398,0.04987534,0.028761454,0.013483152,-0.00392431,-0.02987948,-0.058919363,-0.07937172,-0.09669157,-0.107245445,-0.110181205,-0.11498067,-0.113987364,-0.1093107,-0.10555795,-0.104797475,-0.103004925,-0.10087494,-0.09857947,-0.097521506,-0.09795629,-0.1028083,-0.10758571,-0.10962546,-0.10439609,-0.084134966,-0.0515609,-0.009037621,0.018830128,0.058075093,0.09906963,0.12582046,0.14387044,0.1627537,0.17429817,0.18455422,0.20707873,0.21535942,0.2339539,0.24026462,0.24749526,0.23391631,0.21525249,0.17716792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3191232,0.3213787,0.32234657,0.32850266,0.3274315,0.31348413,0.29251826,0.26433218,0.24673414,0.24091232,0.23301268,0.22473478,0.20705819,0.19535339,0.18673909,0.17603755,0.16380703,0.15575409,0.14516675,0.13776886,0.13547027,0.12809265,0.1237098,0.119599104,0.11519039,0.11385143,0.1112895,0.112110615,0.11091721,0.111426234,0.113052726,0.10917616,0.10753405,0.109255314,0.10735428,0.11205602,0.11592674,0.12134707,0.13182795,0.1502924,0.15938938,0.18267345,0.20547271,0.22934687,0.24798644,0.2708714,0.28183436,0.30231816,0.31412256,0.32446885,0.3325858,0.33674085,0.33203542,0.3110972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bad
0.13359225,0.08493204,0.047239445,0.023781128,-0.010739803,-0.033832654,-0.06322561,-0.076016486,-0.08431481,-0.07827752,-0.08629502,-0.10073827,-0.10528715,-0.11728959,-0.11995172,-0.11830974,-0.11940487,-0.11660828,-0.11524707,-0.11351275,-0.115204774,-0.119056106,-0.120165825,-0.12199859,-0.12214814,-0.1102319,-0.10209231,-0.11242275,-0.1056491,-0.10426357,-0.08578285,-0.05468154,-0.025406606,-0.0016743168,0.034906887,0.06791981,0.09611971,0.13282064,0.18189517,0.21452272,0.24188158,0.26959595,0.28188795,0.28460106,0.2718229,0.2565925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28751862,0.26827383,0.24406326,0.22050071,0.19854712,0.1825831,0.16535711,0.14686942,0.1353178,0.12883341,0.115959525,0.10645044,0.10726273,0.10553396,0.10211611,0.10304427,0.10717487,0.1072433,0.10532141,0.10740042,0.10020554,0.10111129,0.10101259,0.09996259,0.10254228,0.113801956,0.10485268,0.1057874,0.099722266,0.10899532,0.12286341,0.15342653,0.16193295,0.1698873,0.17850101,0.20703256,0.23142612,0.24470639,0.26339865,0.2932521,0.30746955,0.33149922,0.3373651,0.3341936,0.32608432,0.3228281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bad
-0.045252696,-0.044554994,-0.041790396,-0.03861633,-0.036261603,-0.03471063,-0.03256297,-0.034169093,-0.034597054,-0.037931576,-0.039490744,-0.041764133,-0.044344954,-0.04463117,-0.053332813,-0.06439584,-0.07263799,-0.07605032,-0.100912675,-0.1252995,-0.15911801,-0.18656535,-0.21654049,-0.26243234,-0.32492748,-0.35372055,-0.37172055,-0.3957265,-0.40861446,-0.41208637,-0.40921983,-0.4314009,-0.43993902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03814161,0.037553072,0.03914869,0.039924026,0.03994894,0.041976333,0.040952206,0.039065957,0.040373325,0.036931038,0.038155675,0.03543949,0.029827595,0.027451515,0.018273115,0.026510477,0.03382218,0.04895377,0.07035446,0.098024726,0.12064159,0.14941257,0.16869211,0.19325155,0.22150344,0.23938334,0.26586807,0.28015816,0.2922312,0.31672817,0.32809174,0.33638215,0.336483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bad
